RID,DESIGN_ROW,SCENARIO,SEQ,pref1,pref4,a1_x1,a2_x1,a3_x1,a4_x1
312,9,9,1,2,1,3,15,8,14
312,10,10,32,1,3,13,3,1,4
312,11,11,29,3,1,6,11,15,12
312,12,12,15,2,3,11,15,4,7
312,13,13,4,3,2,9,2,5,14
312,14,14,13,3,2,4,2,13,12
312,15,15,19,4,1,12,8,10,5
312,16,16,26,2,4,13,5,7,6
312,17,17,18,4,2,8,11,13,16
312,18,18,27,2,1,3,7,10,8
312,19,19,3,2,1,6,9,3,4
312,20,20,25,2,1,6,12,1,2
312,21,21,5,2,1,3,16,12,5
312,22,22,6,4,2,16,2,10,15
312,23,23,8,3,1,12,13,16,14
312,24,24,30,1,2,8,4,9,14
312,25,25,12,2,1,3,9,11,12
312,26,26,20,1,2,15,1,5,13
312,27,27,2,3,1,1,8,5,11
312,28,28,28,1,2,16,1,9,7
312,29,29,23,1,2,7,12,10,9
312,30,30,14,1,4,15,9,1,6
312,31,31,9,2,3,14,16,1,7
312,32,32,17,2,1,2,5,11,4
343,4,4,7,1,2,11,13,10,9
343,3,3,8,1,2,16,15,4,10
343,2,2,1,3,1,2,1,10,3
343,1,1,2,1,2,7,2,11,14
343,5,5,19,3,2,13,6,10,14
343,6,6,18,4,2,6,2,8,7
343,7,7,5,3,1,6,4,16,8
343,8,8,20,1,2,14,15,5,3
343,9,9,4,4,2,3,15,8,14
343,10,10,24,1,3,13,3,1,4
343,11,11,32,2,1,6,11,15,12
343,12,12,16,4,2,11,15,4,7
343,13,13,29,4,2,9,2,5,14
343,14,14,25,3,2,4,2,13,12
343,15,15,21,3,1,12,8,10,5
343,16,16,27,1,4,13,5,7,6
343,17,17,26,3,1,8,11,13,16
343,18,18,30,2,1,3,7,10,8
343,19,19,6,2,1,6,9,3,4
343,20,20,22,2,4,6,12,1,2
343,21,21,14,2,1,3,16,12,5
343,22,22,15,1,2,16,2,10,15
343,23,23,17,2,1,12,13,16,14
343,24,24,13,3,2,8,4,9,14
343,25,25,3,3,1,3,9,11,12
343,26,26,10,4,1,15,1,5,13
343,27,27,31,4,1,1,8,5,11
343,28,28,28,4,2,16,1,9,7
343,29,29,11,1,2,7,12,10,9
343,30,30,12,2,4,15,9,1,6
343,31,31,9,4,3,14,16,1,7
343,32,32,23,3,1,2,5,11,4
336,4,4,6,2,1,11,13,10,9
336,3,3,3,2,3,16,15,4,10
336,2,2,2,1,3,2,1,10,3
336,1,1,13,4,2,7,2,11,14
336,5,5,1,1,2,13,6,10,14
336,6,6,19,4,3,6,2,8,7
336,7,7,7,3,4,6,4,16,8
336,8,8,14,2,4,14,15,5,3
336,9,9,17,2,3,3,15,8,14
336,10,10,15,1,4,13,3,1,4
336,11,11,20,3,4,6,11,15,12
336,12,12,12,2,3,11,15,4,7
336,13,13,21,3,2,9,2,5,14
336,14,14,10,3,2,4,2,13,12
336,15,15,18,4,1,12,8,10,5
336,16,16,9,2,4,13,5,7,6
336,17,17,23,3,1,8,11,13,16
336,18,18,24,2,4,3,7,10,8
336,19,19,22,2,4,6,9,3,4
336,20,20,29,3,2,6,12,1,2
336,21,21,5,4,3,3,16,12,5
336,22,22,8,4,2,16,2,10,15
336,23,23,31,4,1,12,13,16,14
336,24,24,27,4,1,8,4,9,14
336,25,25,16,2,4,3,9,11,12
336,26,26,26,1,2,15,1,5,13
336,27,27,25,3,2,1,8,5,11
336,28,28,30,4,2,16,1,9,7
336,29,29,4,1,2,7,12,10,9
336,30,30,28,1,3,15,9,1,6
336,31,31,32,1,3,14,16,1,7
336,32,32,11,2,1,2,5,11,4
342,4,4,11,2,3,11,13,10,9
342,3,3,31,2,3,16,15,4,10
342,2,2,18,3,1,2,1,10,3
342,1,1,5,1,2,7,2,11,14
342,5,5,1,1,3,13,6,10,14
342,6,6,22,3,2,6,2,8,7
342,7,7,10,4,2,6,4,16,8
342,8,8,24,2,4,14,15,5,3
342,9,9,12,2,1,3,15,8,14
342,10,10,21,1,4,13,3,1,4
342,11,11,19,3,4,6,11,15,12
342,12,12,20,2,3,11,15,4,7
342,13,13,30,3,2,9,2,5,14
342,14,14,15,3,2,4,2,13,12
342,15,15,3,4,3,12,8,10,5
342,16,16,16,1,4,13,5,7,6
342,17,17,4,3,2,8,11,13,16
342,18,18,2,4,1,3,7,10,8
342,19,19,6,1,4,6,9,3,4
342,20,20,23,1,4,6,12,1,2
342,21,21,14,4,1,3,16,12,5
342,22,22,29,4,2,16,2,10,15
342,23,23,32,2,3,12,13,16,14
342,24,24,27,1,2,8,4,9,14
342,25,25,25,3,1,3,9,11,12
342,26,26,7,1,2,15,1,5,13
342,27,27,17,2,1,1,8,5,11
342,28,28,26,4,2,16,1,9,7
342,29,29,28,1,3,7,12,10,9
342,30,30,9,1,3,15,9,1,6
342,31,31,13,4,3,14,16,1,7
342,32,32,8,2,1,2,5,11,4
328,3,3,1,1,3,16,15,4,10
328,9,9,3,3,1,3,15,8,14
328,13,13,4,3,1,9,2,5,14
328,15,15,9,2,1,12,8,10,5
328,17,17,7,4,3,8,11,13,16
328,18,18,6,2,3,3,7,10,8
328,19,19,8,1,4,6,9,3,4
328,21,21,2,2,3,3,16,12,5
328,22,22,10,,,16,2,10,15
328,26,26,5,1,4,15,1,5,13
344,2,2,4,3,4,2,1,10,3
344,1,1,8,1,2,7,2,11,14
344,9,9,5,2,3,3,15,8,14
344,10,10,6,1,2,13,3,1,4
344,13,13,2,3,1,9,2,5,14
344,18,18,3,2,1,3,7,10,8
344,20,20,7,1,3,6,12,1,2
344,23,23,1,3,1,12,13,16,14
344,26,26,9,,,15,1,5,13
345,7,7,1,2,2,6,4,16,8
347,3,3,2,,,16,15,4,10
347,28,28,1,1,2,16,1,9,7
346,25,25,1,,,3,9,11,12
351,4,4,6,2,3,11,13,10,9
351,2,2,11,2,1,2,1,10,3
351,6,6,2,3,2,6,2,8,7
351,7,7,16,,,6,4,16,8
351,9,9,5,3,1,3,15,8,14
351,10,10,1,3,4,13,3,1,4
351,13,13,3,4,2,9,2,5,14
351,15,15,4,1,3,12,8,10,5
351,16,16,14,1,2,13,5,7,6
351,18,18,9,4,1,3,7,10,8
351,22,22,7,1,2,16,2,10,15
351,23,23,8,2,1,12,13,16,14
351,24,24,15,1,3,8,4,9,14
351,26,26,13,2,3,15,1,5,13
351,27,27,12,1,4,1,8,5,11
351,30,30,10,3,2,15,9,1,6
350,4,4,4,3,2,11,13,10,9
350,17,17,2,2,3,8,11,13,16
350,19,19,3,1,4,6,9,3,4
350,21,21,5,,,3,16,12,5
350,23,23,1,3,2,12,13,16,14
357,4,4,8,2,3,11,13,10,9
357,3,3,18,2,3,16,15,4,10
357,2,2,23,3,1,2,1,10,3
357,1,1,3,1,2,7,2,11,14
357,5,5,2,1,3,13,6,10,14
357,6,6,17,4,2,6,2,8,7
357,7,7,26,3,2,6,4,16,8
357,8,8,11,2,4,14,15,5,3
357,9,9,10,2,1,3,15,8,14
357,10,10,28,1,2,13,3,1,4
357,11,11,12,3,2,6,11,15,12
357,12,12,31,2,3,11,15,4,7
357,13,13,14,3,2,9,2,5,14
357,14,14,22,4,2,4,2,13,12
357,15,15,25,4,3,12,8,10,5
357,16,16,7,2,1,13,5,7,6
357,17,17,20,3,2,8,11,13,16
357,18,18,21,2,1,3,7,10,8
357,19,19,24,2,3,6,9,3,4
357,20,20,29,2,4,6,12,1,2
357,21,21,4,4,1,3,16,12,5
357,22,22,1,4,2,16,2,10,15
357,23,23,13,2,1,12,13,16,14
357,24,24,19,4,2,8,4,9,14
357,25,25,9,4,1,3,9,11,12
357,26,26,15,1,2,15,1,5,13
357,27,27,32,3,1,1,8,5,11
357,28,28,30,4,2,16,1,9,7
357,29,29,5,1,3,7,12,10,9
357,30,30,16,1,3,15,9,1,6
357,31,31,6,2,3,14,16,1,7
357,32,32,27,2,1,2,5,11,4
358,4,4,1,,,11,13,10,9
378,4,4,29,2,4,11,13,10,9
378,3,3,1,1,4,16,15,4,10
378,2,2,26,4,3,2,1,10,3
378,1,1,16,4,2,7,2,11,14
378,5,5,5,1,3,13,6,10,14
378,6,6,6,1,3,6,2,8,7
378,7,7,2,3,4,6,4,16,8
378,8,8,28,3,1,14,15,5,3
378,9,9,3,2,3,3,15,8,14
378,10,10,9,1,4,13,3,1,4
378,11,11,11,3,4,6,11,15,12
378,12,12,15,2,3,11,15,4,7
378,13,13,10,3,1,9,2,5,14
378,14,14,12,3,1,4,2,13,12
378,15,15,19,4,2,12,8,10,5
378,16,16,13,1,3,13,5,7,6
378,17,17,22,3,4,8,11,13,16
378,18,18,27,1,4,3,7,10,8
378,19,19,7,3,2,6,9,3,4
378,20,20,31,1,4,6,12,1,2
378,21,21,30,2,3,3,16,12,5
378,22,22,24,1,3,16,2,10,15
378,23,23,17,2,3,12,13,16,14
378,24,24,23,4,1,8,4,9,14
378,25,25,32,1,2,3,9,11,12
378,26,26,18,3,2,15,1,5,13
378,27,27,4,3,2,1,8,5,11
378,28,28,25,1,3,16,1,9,7
378,29,29,8,2,3,7,12,10,9
378,30,30,20,1,2,15,9,1,6
378,31,31,14,3,2,14,16,1,7
378,32,32,21,2,4,2,5,11,4
381,4,4,19,2,4,11,13,10,9
381,3,3,10,1,4,16,15,4,10
381,2,2,21,1,4,2,1,10,3
381,1,1,22,1,3,7,2,11,14
381,5,5,8,4,2,13,6,10,14
381,6,6,17,4,1,6,2,8,7
381,7,7,15,3,4,6,4,16,8
381,8,8,6,2,4,14,15,5,3
381,9,9,14,2,3,3,15,8,14
381,10,10,2,1,3,13,3,1,4
381,11,11,27,3,1,6,11,15,12
381,12,12,26,2,1,11,15,4,7
381,13,13,28,4,2,9,2,5,14
381,14,14,30,4,2,4,2,13,12
381,15,15,3,1,2,12,8,10,5
381,16,16,16,3,4,13,5,7,6
381,17,17,13,3,1,8,11,13,16
381,18,18,11,2,1,3,7,10,8
381,19,19,18,4,1,6,9,3,4
381,20,20,31,2,3,6,12,1,2
381,21,21,12,3,1,3,16,12,5
381,22,22,4,1,3,16,2,10,15
381,23,23,25,3,2,12,13,16,14
381,24,24,5,4,1,8,4,9,14
381,25,25,7,4,2,3,9,11,12
381,26,26,23,1,2,15,1,5,13
381,27,27,24,3,1,1,8,5,11
381,28,28,20,1,2,16,1,9,7
381,29,29,9,1,3,7,12,10,9
381,30,30,32,1,3,15,9,1,6
381,31,31,29,1,3,14,16,1,7
381,32,32,1,2,3,2,5,11,4
389,4,4,24,1,4,11,13,10,9
389,3,3,10,1,4,16,15,4,10
389,2,2,26,4,3,2,1,10,3
389,1,1,12,1,4,7,2,11,14
389,5,5,28,1,2,13,6,10,14
389,6,6,22,4,1,6,2,8,7
389,7,7,1,3,1,6,4,16,8
389,8,8,13,3,1,14,15,5,3
389,9,9,27,2,4,3,15,8,14
389,10,10,31,3,1,13,3,1,4
389,11,11,15,2,1,6,11,15,12
389,12,12,19,4,3,11,15,4,7
389,13,13,8,3,1,9,2,5,14
389,14,14,16,2,4,4,2,13,12
389,15,15,11,4,1,12,8,10,5
389,16,16,5,2,4,13,5,7,6
389,17,17,29,2,3,8,11,13,16
389,18,18,17,2,3,3,7,10,8
389,19,19,9,3,2,6,9,3,4
389,20,20,18,3,1,6,12,1,2
389,21,21,32,4,3,3,16,12,5
389,22,22,25,4,3,16,2,10,15
389,23,23,23,3,1,12,13,16,14
389,24,24,14,2,3,8,4,9,14
389,25,25,7,3,2,3,9,11,12
389,26,26,20,3,4,15,1,5,13
389,27,27,30,3,1,1,8,5,11
389,28,28,4,4,3,16,1,9,7
389,29,29,6,1,4,7,12,10,9
389,30,30,3,1,2,15,9,1,6
389,31,31,2,4,3,14,16,1,7
389,32,32,21,2,4,2,5,11,4
392,4,4,21,1,4,11,13,10,9
392,3,3,3,1,4,16,15,4,10
392,2,2,10,2,1,2,1,10,3
392,1,1,16,3,2,7,2,11,14
392,5,5,30,2,3,13,6,10,14
392,6,6,29,1,2,6,2,8,7
392,7,7,2,1,4,6,4,16,8
392,8,8,14,4,3,14,15,5,3
392,9,9,13,4,2,3,15,8,14
392,10,10,25,1,3,13,3,1,4
392,11,11,5,4,3,6,11,15,12
392,12,12,18,1,2,11,15,4,7
392,13,13,27,4,2,9,2,5,14
392,14,14,4,4,2,4,2,13,12
392,15,15,19,1,3,12,8,10,5
392,16,16,11,4,2,13,5,7,6
392,17,17,23,2,1,8,11,13,16
392,18,18,12,2,3,3,7,10,8
392,19,19,24,1,2,6,9,3,4
392,20,20,7,2,4,6,12,1,2
392,21,21,22,3,4,3,16,12,5
392,22,22,9,1,2,16,2,10,15
392,23,23,26,1,4,12,13,16,14
392,24,24,1,4,1,8,4,9,14
392,25,25,17,4,2,3,9,11,12
392,26,26,31,4,2,15,1,5,13
392,27,27,15,4,3,1,8,5,11
392,28,28,8,1,3,16,1,9,7
392,29,29,28,2,3,7,12,10,9
392,30,30,6,4,2,15,9,1,6
392,31,31,20,2,3,14,16,1,7
392,32,32,32,3,1,2,5,11,4
360,2,2,1,3,2,2,1,10,3
360,9,9,5,,,3,15,8,14
360,10,10,2,1,3,13,3,1,4
360,16,16,3,1,3,13,5,7,6
360,25,25,4,2,1,3,9,11,12
394,4,4,31,2,3,11,13,10,9
394,3,3,8,2,4,16,15,4,10
394,2,2,15,2,4,2,1,10,3
394,1,1,23,1,3,7,2,11,14
394,5,5,22,1,4,13,6,10,14
394,6,6,2,4,3,6,2,8,7
394,7,7,5,3,1,6,4,16,8
394,8,8,21,3,1,14,15,5,3
394,9,9,24,2,4,3,15,8,14
394,10,10,19,1,4,13,3,1,4
394,11,11,7,3,4,6,11,15,12
394,12,12,12,2,1,11,15,4,7
394,13,13,17,2,4,9,2,5,14
394,14,14,6,3,4,4,2,13,12
394,15,15,1,2,1,12,8,10,5
394,16,16,25,3,4,13,5,7,6
394,17,17,4,4,2,8,11,13,16
394,18,18,29,2,4,3,7,10,8
394,19,19,20,1,3,6,9,3,4
394,20,20,10,3,2,6,12,1,2
394,21,21,9,4,3,3,16,12,5
394,22,22,18,4,3,16,2,10,15
394,23,23,3,2,1,12,13,16,14
394,24,24,30,2,4,8,4,9,14
394,25,25,14,2,4,3,9,11,12
394,26,26,28,1,3,15,1,5,13
394,27,27,13,1,4,1,8,5,11
394,28,28,26,4,3,16,1,9,7
394,29,29,16,4,2,7,12,10,9
394,30,30,11,1,4,15,9,1,6
394,31,31,27,4,1,14,16,1,7
394,32,32,32,3,2,2,5,11,4
364,4,4,6,2,3,11,13,10,9
364,3,3,8,1,4,16,15,4,10
364,2,2,10,2,3,2,1,10,3
364,1,1,7,3,2,7,2,11,14
364,5,5,3,1,3,13,6,10,14
364,6,6,1,4,2,6,2,8,7
364,11,11,16,,,6,11,15,12
364,12,12,13,4,3,11,15,4,7
364,15,15,5,2,3,12,8,10,5
364,18,18,4,2,3,3,7,10,8
364,19,19,15,1,2,6,9,3,4
364,20,20,12,2,4,6,12,1,2
364,24,24,11,4,3,8,4,9,14
364,25,25,9,3,2,3,9,11,12
364,26,26,14,4,3,15,1,5,13
364,27,27,2,4,3,1,8,5,11
384,28,28,1,,,16,1,9,7
388,15,15,1,,,12,8,10,5
383,4,4,11,1,3,11,13,10,9
383,6,6,7,4,1,6,2,8,7
383,9,9,3,2,3,3,15,8,14
383,13,13,6,3,2,9,2,5,14
383,16,16,8,2,1,13,5,7,6
383,22,22,2,4,2,16,2,10,15
383,27,27,12,,,1,8,5,11
383,28,28,5,3,2,16,1,9,7
383,29,29,4,4,2,7,12,10,9
383,30,30,10,1,3,15,9,1,6
383,31,31,9,1,4,14,16,1,7
383,32,32,1,2,4,2,5,11,4
376,6,6,6,,,6,2,8,7
376,9,9,4,2,3,3,15,8,14
376,19,19,3,2,4,6,9,3,4
376,25,25,1,2,3,3,9,11,12
376,29,29,2,3,2,7,12,10,9
376,31,31,5,3,2,14,16,1,7
377,4,4,1,2,4,11,13,10,9
377,3,3,4,2,4,16,15,4,10
377,2,2,30,3,1,2,1,10,3
377,1,1,6,4,2,7,2,11,14
377,5,5,2,4,3,13,6,10,14
377,6,6,25,1,2,6,2,8,7
377,7,7,14,3,2,6,4,16,8
377,8,8,11,3,4,14,15,5,3
377,9,9,8,4,1,3,15,8,14
377,10,10,23,1,4,13,3,1,4
377,11,11,7,2,1,6,11,15,12
377,12,12,10,1,4,11,15,4,7
377,13,13,31,4,2,9,2,5,14
377,14,14,24,3,2,4,2,13,12
377,15,15,32,1,3,12,8,10,5
377,16,16,20,2,3,13,5,7,6
377,17,17,21,3,1,8,11,13,16
377,18,18,5,4,3,3,7,10,8
377,19,19,3,1,2,6,9,3,4
377,20,20,9,2,4,6,12,1,2
377,21,21,29,4,1,3,16,12,5
377,22,22,22,1,2,16,2,10,15
377,23,23,15,2,1,12,13,16,14
377,24,24,16,4,2,8,4,9,14
377,25,25,12,4,1,3,9,11,12
377,26,26,27,4,2,15,1,5,13
377,27,27,26,4,2,1,8,5,11
377,28,28,19,1,3,16,1,9,7
377,29,29,17,2,4,7,12,10,9
377,30,30,18,4,2,15,9,1,6
377,31,31,13,2,4,14,16,1,7
377,32,32,28,3,1,2,5,11,4
375,3,3,6,1,3,16,15,4,10
375,1,1,1,1,2,7,2,11,14
375,6,6,8,4,3,6,2,8,7
375,8,8,2,1,4,14,15,5,3
375,9,9,13,,,3,15,8,14
375,12,12,5,4,3,11,15,4,7
375,13,13,7,4,2,9,2,5,14
375,16,16,3,3,4,13,5,7,6
375,17,17,11,4,1,8,11,13,16
375,20,20,10,2,4,6,12,1,2
375,23,23,4,3,1,12,13,16,14
375,27,27,9,3,1,1,8,5,11
375,29,29,12,1,2,7,12,10,9
380,4,4,2,1,4,11,13,10,9
380,7,7,16,,,6,4,16,8
380,8,8,14,3,4,14,15,5,3
380,9,9,10,2,1,3,15,8,14
380,13,13,5,3,2,9,2,5,14
380,16,16,11,2,3,13,5,7,6
380,19,19,7,1,3,6,9,3,4
380,20,20,3,2,4,6,12,1,2
380,21,21,6,3,1,3,16,12,5
380,22,22,15,1,2,16,2,10,15
380,23,23,1,1,4,12,13,16,14
380,24,24,13,1,2,8,4,9,14
380,28,28,9,4,3,16,1,9,7
380,29,29,8,2,3,7,12,10,9
380,30,30,12,1,2,15,9,1,6
380,32,32,4,3,1,2,5,11,4
390,17,17,1,,,8,11,13,16
391,12,12,1,,,11,15,4,7
406,4,4,30,2,3,11,13,10,9
406,3,3,28,1,4,16,15,4,10
406,2,2,12,2,3,2,1,10,3
406,1,1,18,1,4,7,2,11,14
406,5,5,11,1,3,13,6,10,14
406,6,6,10,2,3,6,2,8,7
406,7,7,29,3,1,6,4,16,8
406,8,8,5,3,1,14,15,5,3
406,9,9,3,2,3,3,15,8,14
406,10,10,27,1,4,13,3,1,4
406,11,11,26,2,1,6,11,15,12
406,12,12,19,3,1,11,15,4,7
406,13,13,20,2,1,9,2,5,14
406,14,14,23,3,1,4,2,13,12
406,15,15,25,4,3,12,8,10,5
406,16,16,15,1,2,13,5,7,6
406,17,17,1,3,1,8,11,13,16
406,18,18,14,1,3,3,7,10,8
406,19,19,4,3,2,6,9,3,4
406,20,20,9,3,4,6,12,1,2
406,21,21,2,2,1,3,16,12,5
406,22,22,8,1,3,16,2,10,15
406,23,23,24,2,4,12,13,16,14
406,24,24,22,2,3,8,4,9,14
406,25,25,6,1,2,3,9,11,12
406,26,26,7,4,1,15,1,5,13
406,27,27,17,1,2,1,8,5,11
406,28,28,16,1,3,16,1,9,7
406,29,29,32,2,3,7,12,10,9
406,30,30,21,3,2,15,9,1,6
406,31,31,31,2,1,14,16,1,7
406,32,32,13,1,2,2,5,11,4
393,4,4,2,4,2,11,13,10,9
393,8,8,3,1,4,14,15,5,3
393,10,10,7,1,3,13,3,1,4
393,15,15,4,3,1,12,8,10,5
393,21,21,6,4,1,3,16,12,5
393,24,24,8,,,8,4,9,14
393,25,25,1,2,1,3,9,11,12
393,30,30,5,2,3,15,9,1,6
409,4,4,19,2,1,11,13,10,9
409,3,3,24,2,3,16,15,4,10
409,2,2,27,3,4,2,1,10,3
409,1,1,6,4,3,7,2,11,14
409,5,5,14,1,3,13,6,10,14
409,6,6,28,1,3,6,2,8,7
409,7,7,30,1,2,6,4,16,8
409,8,8,2,2,4,14,15,5,3
409,9,9,3,2,1,3,15,8,14
409,10,10,22,1,4,13,3,1,4
409,11,11,7,3,4,6,11,15,12
409,12,12,13,2,3,11,15,4,7
409,13,13,21,3,1,9,2,5,14
409,14,14,10,3,1,4,2,13,12
409,15,15,11,4,1,12,8,10,5
409,16,16,25,2,3,13,5,7,6
409,17,17,1,3,2,8,11,13,16
409,18,18,8,3,1,3,7,10,8
409,19,19,12,1,4,6,9,3,4
409,20,20,20,1,2,6,12,1,2
409,21,21,29,4,3,3,16,12,5
409,22,22,26,4,2,16,2,10,15
409,23,23,31,2,1,12,13,16,14
409,24,24,18,4,2,8,4,9,14
409,25,25,32,2,4,3,9,11,12
409,26,26,9,1,2,15,1,5,13
409,27,27,5,3,4,1,8,5,11
409,28,28,16,1,4,16,1,9,7
409,29,29,17,3,2,7,12,10,9
409,30,30,4,1,2,15,9,1,6
409,31,31,23,2,4,14,16,1,7
409,32,32,15,2,4,2,5,11,4
396,4,4,13,2,3,11,13,10,9
396,3,3,16,1,4,16,15,4,10
396,2,2,11,3,1,2,1,10,3
396,1,1,8,1,2,7,2,11,14
396,5,5,3,4,2,13,6,10,14
396,6,6,1,4,2,6,2,8,7
396,7,7,23,4,1,6,4,16,8
396,8,8,30,1,4,14,15,5,3
396,9,9,25,3,1,3,15,8,14
396,10,10,7,1,3,13,3,1,4
396,11,11,10,4,1,6,11,15,12
396,12,12,22,4,3,11,15,4,7
396,13,13,26,4,2,9,2,5,14
396,14,14,18,4,2,4,2,13,12
396,15,15,27,1,3,12,8,10,5
396,16,16,15,3,4,13,5,7,6
396,17,17,24,1,3,8,11,13,16
396,18,18,31,2,1,3,7,10,8
396,19,19,9,2,1,6,9,3,4
396,20,20,20,2,4,6,12,1,2
396,21,21,28,3,1,3,16,12,5
396,22,22,6,3,2,16,2,10,15
396,23,23,2,1,3,12,13,16,14
396,24,24,29,1,2,8,4,9,14
396,25,25,32,4,1,3,9,11,12
396,26,26,17,4,2,15,1,5,13
396,27,27,5,4,1,1,8,5,11
396,28,28,4,4,2,16,1,9,7
396,29,29,12,2,3,7,12,10,9
396,30,30,19,2,4,15,9,1,6
396,31,31,14,4,3,14,16,1,7
396,32,32,21,3,1,2,5,11,4
395,28,28,1,3,3,16,1,9,7
414,4,4,4,2,3,11,13,10,9
414,3,3,20,2,3,16,15,4,10
414,2,2,8,3,1,2,1,10,3
414,1,1,23,4,2,7,2,11,14
414,5,5,15,1,3,13,6,10,14
414,6,6,19,1,2,6,2,8,7
414,7,7,29,1,2,6,4,16,8
414,8,8,21,2,4,14,15,5,3
414,9,9,14,2,1,3,15,8,14
414,10,10,16,1,4,13,3,1,4
414,11,11,30,3,4,6,11,15,12
414,12,12,2,2,3,11,15,4,7
414,13,13,7,4,2,9,2,5,14
414,14,14,13,3,2,4,2,13,12
414,15,15,31,4,2,12,8,10,5
414,16,16,26,1,3,13,5,7,6
414,17,17,10,3,1,8,11,13,16
414,18,18,28,2,1,3,7,10,8
414,19,19,11,1,4,6,9,3,4
414,20,20,5,1,4,6,12,1,2
414,21,21,12,4,1,3,16,12,5
414,22,22,17,4,2,16,2,10,15
414,23,23,6,2,3,12,13,16,14
414,24,24,18,4,2,8,4,9,14
414,25,25,3,3,1,3,9,11,12
414,26,26,25,1,2,15,1,5,13
414,27,27,27,3,1,1,8,5,11
414,28,28,32,4,2,16,1,9,7
414,29,29,24,1,4,7,12,10,9
414,30,30,1,1,3,15,9,1,6
414,31,31,22,1,2,14,16,1,7
414,32,32,9,2,1,2,5,11,4
405,4,4,21,2,4,11,13,10,9
405,3,3,9,2,3,16,15,4,10
405,2,2,8,3,1,2,1,10,3
405,1,1,25,1,2,7,2,11,14
405,5,5,7,1,2,13,6,10,14
405,6,6,23,4,2,6,2,8,7
405,7,7,29,3,4,6,4,16,8
405,8,8,11,2,4,14,15,5,3
405,9,9,1,2,3,3,15,8,14
405,10,10,28,1,4,13,3,1,4
405,11,11,4,3,1,6,11,15,12
405,12,12,30,2,3,11,15,4,7
405,13,13,3,3,2,9,2,5,14
405,14,14,17,3,2,4,2,13,12
405,15,15,27,4,2,12,8,10,5
405,16,16,20,1,4,13,5,7,6
405,17,17,14,4,1,8,11,13,16
405,18,18,26,2,4,3,7,10,8
405,19,19,24,3,2,6,9,3,4
405,20,20,15,2,4,6,12,1,2
405,21,21,31,4,3,3,16,12,5
405,22,22,18,4,2,16,2,10,15
405,23,23,2,2,1,12,13,16,14
405,24,24,12,2,3,8,4,9,14
405,25,25,5,3,2,3,9,11,12
405,26,26,10,1,2,15,1,5,13
405,27,27,22,3,2,1,8,5,11
405,28,28,19,4,3,16,1,9,7
405,29,29,32,1,4,7,12,10,9
405,30,30,6,1,2,15,9,1,6
405,31,31,13,4,3,14,16,1,7
405,32,32,16,2,1,2,5,11,4
411,4,4,14,1,3,11,13,10,9
411,3,3,13,2,4,16,15,4,10
411,2,2,26,2,4,2,1,10,3
411,1,1,8,4,2,7,2,11,14
411,5,5,30,4,2,13,6,10,14
411,6,6,22,1,2,6,2,8,7
411,7,7,19,3,4,6,4,16,8
411,8,8,5,3,4,14,15,5,3
411,9,9,18,2,1,3,15,8,14
411,10,10,17,3,2,13,3,1,4
411,11,11,29,3,1,6,11,15,12
411,12,12,32,2,3,11,15,4,7
411,13,13,4,3,1,9,2,5,14
411,14,14,23,4,2,4,2,13,12
411,15,15,24,4,2,12,8,10,5
411,16,16,12,2,1,13,5,7,6
411,17,17,9,4,1,8,11,13,16
411,18,18,31,2,4,3,7,10,8
411,19,19,27,4,3,6,9,3,4
411,20,20,7,3,4,6,12,1,2
411,21,21,25,4,1,3,16,12,5
411,22,22,16,4,2,16,2,10,15
411,23,23,28,3,2,12,13,16,14
411,24,24,11,4,3,8,4,9,14
411,25,25,3,3,2,3,9,11,12
411,26,26,10,3,4,15,1,5,13
411,27,27,2,3,2,1,8,5,11
411,28,28,1,1,3,16,1,9,7
411,29,29,6,1,3,7,12,10,9
411,30,30,20,1,2,15,9,1,6
411,31,31,21,1,4,14,16,1,7
411,32,32,15,2,1,2,5,11,4
416,4,4,21,2,3,11,13,10,9
416,3,3,6,3,4,16,15,4,10
416,2,2,12,2,3,2,1,10,3
416,1,1,4,1,2,7,2,11,14
416,5,5,28,1,3,13,6,10,14
416,6,6,29,4,1,6,2,8,7
416,7,7,32,4,2,6,4,16,8
416,8,8,9,3,2,14,15,5,3
416,9,9,22,4,2,3,15,8,14
416,10,10,16,1,2,13,3,1,4
416,11,11,26,2,1,6,11,15,12
416,12,12,31,1,2,11,15,4,7
416,13,13,5,3,1,9,2,5,14
416,14,14,14,3,2,4,2,13,12
416,15,15,11,4,3,12,8,10,5
416,16,16,19,1,4,13,5,7,6
416,17,17,10,3,1,8,11,13,16
416,18,18,7,2,3,3,7,10,8
416,19,19,3,3,2,6,9,3,4
416,20,20,20,3,1,6,12,1,2
416,21,21,25,4,3,3,16,12,5
416,22,22,17,4,3,16,2,10,15
416,23,23,24,2,1,12,13,16,14
416,24,24,13,4,3,8,4,9,14
416,25,25,8,4,2,3,9,11,12
416,26,26,30,2,1,15,1,5,13
416,27,27,23,1,2,1,8,5,11
416,28,28,18,2,3,16,1,9,7
416,29,29,2,2,3,7,12,10,9
416,30,30,15,3,2,15,9,1,6
416,31,31,1,3,2,14,16,1,7
416,32,32,27,2,1,2,5,11,4
401,4,4,5,2,4,11,13,10,9
401,3,3,9,,,16,15,4,10
401,7,7,6,3,1,6,4,16,8
401,12,12,4,4,3,11,15,4,7
401,14,14,1,4,1,4,2,13,12
